model,nafmfactor,kahfactor,hcnffactor,lvamvhalf,hvahslope,gnapbar,kamfactor,nafhslope,hvahfactor,nafhfactor,hvamslope,kdrnvhalf,hcnmifd,naphslope,gkdrbar,kahslope,nafhvhalf,hvamvhalf,kahvhalf,naphfactor,hcnratio,ghcnsbar,napmvhalf,kmmfactor,nafmvhalf,glvabar,napmfactor,lvamslope,kmvhalfl,lvahslope,gkmbar,naphvhalf,lvahvhalf,kamvhalf,kmkl,hvamfactor,CM,hvahvhalf,Rm,lvamfactor,nafmslope,ghvabar,kdrnfactor,napmslope,hcnsfactor,hcnmiso,gkabar,kamslope,gnafbar,hcnmisd,kdrnslope,gskbar,hcnmifo,tauca,lvahfactor
163,1.057,0.890486,0.93854499,-55.104416,8.036561,41968.434,0.91639102,6.1501579,1.025243,0.97097999,7.1311579,-19.047604,10.199957,8.8810349,6221087.5,7.678647,-20.292076,6.5211258,-62.122311,1.062945,1.571932,43548.535,44.376785,1.071442,-22.116606,57346.262,1.172213,6.9568262,-41.229912,7.734004,101928.08,44.42757,-92.537613,-16.052988,-10.283825,1.067842,1.199411,32.584885,76059.891,1.017531,8.0895281,142220.45,0.90335,4.971169,0.89207602,-0.49480399,20204.66,12.011246,6859216.5,16.753157,15.895828,65783.781,70.156097,42.276405,0.99958003
164,1.11169,1.155192,1.145103,-55.276554,8.3330278,49988.32,0.82336402,5.2706399,1.153844,1.128023,8.639307,-18.784176,9.2282333,8.3920584,4688218,8.9702406,-23.924347,12.773686,-56.795326,0.87234199,1.5720381,38666.797,49.512672,0.94913,-24.665995,98302.57,0.97017699,7.624999,-36.282467,6.5354691,93900.477,45.938381,-87.60247,-17.980642,-11.394399,0.83421499,0.87462699,38.707489,22989.254,1.090109,8.0826159,115125.73,1.162472,4.0322099,0.92309397,1.856066,28908.893,13.584062,6592935,13.4278,17.369333,81869.438,69.627518,131.48163,1.174582
165,0.95310599,0.90177202,1.05044,-55.731327,10.152253,67317.5,0.87729001,6.8161149,0.92961699,1.0889651,7.8072629,-19.775688,9.2211246,8.3188114,5320989,8.1295328,-19.089731,9.2869558,-60.375084,1.130726,1.70665,44613.484,53.170898,1.067481,-26.288347,106438.05,0.87234199,7.5609879,-43.727913,5.398562,131345.39,43.954346,-91.449921,-16.336864,-10.551376,0.81653202,1.1660939,40.981949,78184.906,1.053147,8.0965767,255901.31,1.174441,4.2059269,0.95146602,2.718555,20308.959,17.471359,7087045,18.25153,19.848883,68956.227,76.800026,73.44857,0.92597598
166,0.85487503,0.82977301,0.933465,-47.591419,9.8756819,66359.883,0.87137002,6.539279,0.838503,1.009985,8.2393789,-14.25862,9.3053408,11.403657,3104941.5,8.207283,-24.197115,10.881521,-56.215206,1.138317,2.1175971,60808.5,49.157059,1.080206,-24.058323,94181.344,1.0837719,8.7493353,-44.459911,6.2909489,98960.844,53.386993,-88.366386,-21.565065,-8.1126785,1.0000401,0.98007298,34.515213,62544.473,1.071472,9.2993031,241688.39,1.056731,4.7683039,1.103914,1.371042,46822.516,13.412833,2546127,16.720463,15.912564,35951.844,69.727592,107.28188,1.068144
167,0.96777201,1.074536,0.81576699,-55.637623,8.1082211,34255.352,0.980878,6.9528408,0.84808999,1.05488,6.8644738,-19.113958,9.1702871,11.369447,2288141.5,9.6675301,-22.278515,12.710379,-57.65012,1.048293,1.791145,31982.254,45.926632,0.91336799,-24.045364,71890.25,1.0666929,7.5466809,-43.046375,7.7770038,136454.66,45.584251,-83.747726,-21.312859,-8.1112576,1.090829,0.87844902,37.580105,28017.027,1.125679,10.168926,163882.39,1.02218,3.6815159,0.91576701,3.2870581,15796.511,13.156776,3412373.8,16.968164,21.182428,84133.93,76.080727,146.97,0.83892697
168,0.96060598,1.064168,0.86189198,-56.164051,10.364111,60353.43,0.948645,6.1230202,1.162761,0.91344303,7.2117128,-18.037689,10.138366,9.1083164,5396036,9.1027603,-22.748413,6.4792972,-57.920181,1.072333,1.97049,20280.211,45.729794,1.070433,-21.247265,100838.59,0.81553102,9.3162756,-41.74902,6.0376992,234403.45,51.66901,-87.584915,-18.559612,-8.5991659,1.054811,0.79910898,41.58807,50785.777,0.86467099,9.8146982,184626.33,1.10751,4.963449,0.96203703,7.7872448,28068.004,12.85196,6594727,18.76758,17.138514,74820.07,71.610451,77.761398,1.0480601
169,1.034357,1.182968,1.022611,-54.328236,9.6666832,50799.051,0.92234802,5.895205,0.89479101,1.081385,9.0464964,-18.282232,8.3938475,9.7428732,3479124.5,8.2561426,-26.137299,8.737463,-62.631077,1.1945651,1.69789,39840.672,51.707115,1.054069,-26.641195,155716.42,0.88862598,6.8311911,-39.440323,7.099606,63814.27,44.517159,-92.352608,-22.199919,-8.1747684,0.82612199,1.18541,32.207088,43035.949,1.129856,8.4424314,240463.64,0.84657198,3.9410329,0.94616002,6.0789518,30294.283,12.665357,2700229.2,17.641861,16.567724,35161.09,71.479652,106.24122,1.10159
170,1.052263,0.897524,0.97811502,-48.090263,9.4228382,37109.375,0.86783701,5.4303432,1.033421,0.976318,7.926074,-12.716906,9.5885277,9.3448162,6198502.5,8.227335,-19.195929,8.2936754,-58.234657,0.97359198,2.1149459,49853.785,47.06266,0.98126698,-21.771004,154466.91,0.93269402,6.9094682,-35.834976,5.5575399,87549.766,45.981632,-88.713181,-17.26219,-11.163218,1.002749,0.95327699,33.179451,68723.664,1.148715,8.8528862,314707.91,1.156888,4.538785,0.84535199,7.7498379,23478.273,14.511372,6394079,18.721148,17.329781,30253.49,74.569336,85.604477,0.93760699
171,0.84227598,0.82927901,1.1344171,-55.101891,7.536799,35030.801,0.97880602,7.2525668,1.085446,1.107916,6.9167218,-18.761093,10.752233,10.305397,6164028.5,8.0729227,-19.737698,14.64902,-60.577568,0.902987,2.126864,28467.176,48.372959,1.0931619,-23.490164,136777.5,1.125878,6.6164651,-44.911076,6.4530482,127134.33,44.892872,-85.087929,-22.977406,-8.7153826,1.0177751,0.92958099,32.498432,65127.457,1.154271,9.6917839,294923.62,1.015273,3.6805351,1.06432,-1.215378,19551.812,17.17437,4128595.8,13.200232,19.55566,96810.414,74.130737,44.157852,1.193156
172,1.117363,1.032994,0.88235599,-57.052193,8.3733997,40667.602,0.96681398,6.5267358,1.0321341,0.97491199,9.4609089,-18.707003,11.59992,11.401644,6134799,8.792573,-27.858198,8.6019096,-55.175488,1.114785,1.953552,33254.52,45.920162,0.97478801,-24.105968,148912.3,0.94008797,9.3061752,-42.661236,5.8291221,166204.78,44.031185,-87.58049,-22.813608,-9.1949635,0.91181302,1.158819,33.24519,46288.062,1.042695,10.833059,329335.19,0.90243798,4.975132,1.175041,2.6612439,41833.152,14.05099,7112955.5,13.00113,18.411966,103750.54,71.971565,42.821827,1.088284
173,0.81677502,0.89067602,0.90348297,-54.156418,8.0674772,38277.879,0.965505,5.3324928,0.85663402,1.026744,7.6393661,-14.100768,11.112003,9.5740118,2465738,9.3353786,-23.953417,12.264474,-58.55518,1.1930259,1.764621,26172.328,50.512886,0.866813,-23.929083,140065.28,1.142042,8.9369364,-43.62999,7.0928631,68710.938,50.913967,-91.524887,-21.5334,-11.962857,1.058589,1.083622,33.42757,68078.062,0.89323401,8.4128504,246229.09,0.80709201,3.9530289,1.1263289,6.5664458,48197.242,13.800624,5655677,16.306255,16.915049,28362.713,73.018974,71.24221,1.147117
174,1.1655771,0.99154198,1.01881,-48.373474,7.8243909,51789.688,0.92025799,6.612885,0.97741902,1.043828,8.918438,-15.541033,8.3142719,8.6577005,6148761,9.2233458,-28.370934,6.3752089,-54.279003,1.013541,1.507431,66321.633,46.436211,1.032866,-22.859447,104248.2,1.0549639,9.3599682,-43.863049,7.408175,89451.523,46.209656,-88.086044,-16.985777,-9.3321457,0.93906802,1.07436,32.588863,53429.387,1.051393,9.6712561,348361.94,0.83373398,3.6028471,1.0739551,1.967629,21793.934,17.864737,2916011,13.181624,21.004406,77292.953,72.201042,50.675003,0.97216803
175,1.167716,1.140138,1.199469,-54.671734,9.9672632,38100.422,1.1340539,5.7014289,0.82040101,1.170058,9.5143576,-15.398358,9.8458652,9.9957685,3234854,7.5915561,-19.931171,11.242879,-56.52351,0.93644398,2.1647689,38209.824,50.567001,0.847444,-22.135515,137598.86,1.043414,9.011528,-35.849819,5.3963022,199224.8,45.453861,-86.374321,-15.859217,-10.136475,0.81857097,1.128005,35.482452,51889.867,1.133276,10.38869,111292.74,1.135663,4.0693059,0.83649403,3.9448209,23802.234,17.477432,5217302,18.648102,19.939575,38204.242,76.896645,119.66865,1.172071
176,1.0006649,0.87800503,1.131723,-55.650536,8.7222605,54133.047,0.908894,6.3987789,0.93586498,1.075636,9.1923561,-20.590115,10.142505,11.471873,3160714.5,7.5687332,-25.016342,8.3687239,-59.269112,1.192241,2.1269779,52858.766,47.063801,1.099833,-23.176163,120603.43,1.128198,8.5130892,-38.452187,5.4952579,70962.484,48.467934,-86.612953,-15.528077,-10.122555,1.007005,1.059848,41.417557,37676.863,1.022923,8.2626314,112493.5,0.97964102,3.882062,1.00793,0.45198801,24870.072,12.047324,7812796.5,13.914062,16.864597,83769.477,73.184731,127.8223,0.94590902
177,1.027148,1.037891,1.086357,-47.904942,9.1750803,64886.051,1.1103981,6.1015048,0.98774397,1.021786,7.2450871,-19.104118,7.8421712,8.8086462,4431004,6.7335129,-23.26593,15.001574,-53.786724,1.1635489,1.738122,54027.988,47.394653,1.140713,-24.66032,148031.59,0.87800503,9.2706156,-43.375782,5.5694342,168567.28,47.070862,-86.96804,-13.882444,-8.946311,0.89344603,0.966335,32.481853,69069,0.86748302,10.036965,210121.58,1.0882421,4.0612721,1.156778,-2.0279369,15489.238,13.232322,4974253.5,14.502471,17.0263,90195.102,76.474564,145.20924,0.925614
178,0.823578,1.188323,0.97150397,-55.583805,7.9589248,34510.109,1.181483,5.1430378,1.189993,1.192528,6.9462752,-14.505613,10.399334,8.8046217,5453797,8.5751467,-19.051216,10.331236,-61.118111,1.1352071,1.624691,58341.832,46.187607,0.96480298,-25.634531,69293.531,1.15151,8.5260153,-36.974663,5.8688288,77716.602,45.384396,-84.722107,-17.357172,-10.023011,1.094218,1.187482,32.003216,28239.086,0.873083,7.7007151,260725.78,0.87878102,5.1905861,1.068373,1.361998,20401.553,13.724899,3444977.2,18.200153,17.311436,49202.047,77.426613,120.28173,1.181716
179,1.14966,1.163058,1.093206,-54.255894,8.6885281,33386.699,0.99727201,5.9465508,1.045033,1.065966,9.5383434,-14.263791,9.6909962,9.6526842,1850221.4,7.8277879,-24.025261,11.208693,-61.325077,1.011197,1.646067,38104.699,46.041794,1.150017,-26.365992,95062.984,0.93345797,8.2858038,-40.138168,6.4767442,230092.31,46.161449,-89.85318,-13.495492,-8.119031,0.90815401,1.184276,33.647568,43710.902,1.1898561,8.4110832,240082.66,1.132364,3.886466,0.85979402,-1.741968,47392.91,17.810959,5504740,18.148649,21.517345,51586.562,78.118256,54.732883,0.93343401
180,1.194164,1.13766,0.981525,-54.69817,7.5521359,20805.238,0.957223,4.9789782,1.0128829,0.924375,9.4721251,-15.477013,9.3316164,10.001791,5163882.5,8.9955053,-27.486412,13.369849,-60.925755,1.008098,1.75239,26607.182,49.245667,1.006179,-24.848566,162203.92,1.051295,8.0863581,-38.072731,6.3619661,157701.69,46.763893,-91.995461,-13.331086,-8.5519562,1.104001,1.156963,40.971535,31593.496,0.80187303,8.4377279,261112.86,0.879246,4.6544261,0.87805903,4.3439999,43378.832,17.098434,5643271,16.021589,18.394953,46282.68,76.491661,99.992516,0.93733001
181,1.073303,0.98970997,0.931207,-52.031475,10.274483,50198.84,0.81563401,7.324069,1.163774,0.82336402,9.8551311,-15.007546,9.0552244,8.255867,3207363.2,8.9384222,-22.280151,12.751364,-57.870758,1.171191,1.6629699,51591.117,48.817455,1.1359611,-25.971151,51706.672,0.96232599,7.4149041,-35.296886,6.2126932,152245.22,49.039509,-85.003159,-13.319863,-8.4885283,0.87466699,0.88283598,34.120483,37777.434,0.97738898,8.3185692,104686.43,0.96452999,4.6765251,1.198324,6.3678031,38031.145,16.00452,6704626,18.668608,21.493458,64419.504,69.609764,69.567436,0.99850702
182,0.87230599,0.94403499,0.92349303,-56.164368,8.2249136,56087.855,1.133194,6.7909369,1.006624,0.902022,8.2854977,-18.149323,9.4507647,11.564671,5987824.5,9.0753984,-23.082664,11.966446,-59.651627,1.0744801,2.1955521,25910.926,47.791012,1.0929689,-27.962011,79965.539,1.112406,8.7954807,-39.561996,7.7865429,143911.88,46.77248,-84.023987,-21.170082,-11.845694,1.0967669,0.96056998,39.616642,32681.521,0.87026,7.7255449,198334.53,0.95274699,4.3747978,1.1496969,1.842757,49713.258,17.926311,7437062.5,14.302728,23.392206,26500.549,77.287209,79.66568,1.142697
183,1.1662869,1.078745,1.18348,-48.604984,8.7655382,35397.879,0.90594202,5.8262792,0.92868102,1.1950051,8.1484537,-19.061104,9.1913548,10.13142,1758519.4,8.5153065,-19.716061,12.948763,-60.226601,0.926193,1.979808,31745.326,48.483093,0.85462999,-24.148067,69558.016,0.80051303,8.2537003,-40.41444,6.0346298,169683.58,50.364468,-92.703201,-14.46046,-10.392373,0.83055103,0.973984,35.842533,69614.102,0.90506202,10.817313,258131.45,0.95138103,5.0108719,1.145535,0.98846,19524.572,17.259207,6782784.5,17.54187,18.990412,71924.062,72.350838,52.652645,0.93262798
184,0.83484399,1.008019,0.94231403,-54.505573,9.6540298,43799.734,0.96719903,5.9932508,0.89635998,0.81725502,9.9435158,-20.146246,8.3546343,11.087666,5119946.5,7.7969661,-25.634848,14.849026,-55.094181,1.1119829,1.659344,20494.6,48.29248,0.86688,-28.948057,145288.48,1.1996779,6.9614568,-35.933784,5.8567119,239612.58,44.732697,-83.167747,-15.412471,-9.9927044,0.82045501,0.962502,39.529652,64978.418,0.95411599,9.4275503,160538.53,0.93705398,3.8282869,1.154057,-1.862506,44931.297,14.304497,8028017.5,16.357534,19.508215,79143.305,75.365105,51.017475,1.170997
185,1.009535,1.150956,0.97935402,-50.312698,8.5464134,42337.941,1.060636,6.5772729,1.054419,0.82701099,6.9326191,-13.44728,8.9769926,11.439507,6206605,9.5267973,-21.229111,12.594458,-55.417171,0.82407099,1.613747,22388.545,46.268147,0.98932898,-23.611649,62839.414,0.95669299,6.6498709,-42.54834,5.4049668,149021.27,50.719944,-92.776398,-18.32723,-9.5645466,1.186923,1.159192,37.642944,38278.383,0.964912,8.8783293,177301.25,1.164198,3.9827731,0.86868203,1.373208,38216.859,15.319528,8072284.5,13.64023,20.703924,36866.691,70.481285,86.92627,1.169413
186,1.055424,0.906519,1.1277879,-53.237041,8.1516924,35702.469,0.94960099,6.3221512,0.92404801,1.08883,7.6945848,-15.50226,9.9045029,8.7099533,3718574.8,9.4469223,-22.381727,12.580249,-58.008648,0.917858,1.66276,52911.891,50.215897,1.0762939,-23.225094,73007.57,1.0245481,9.1826172,-41.749767,7.5249748,164745.17,46.054775,-90.344475,-17.663252,-9.9563103,0.83232301,1.163186,41.205654,48799.934,0.90682501,9.1076555,191734.42,1.113261,3.7393429,0.86860901,4.7499452,33437.629,17.67535,5965731.5,15.980256,19.299612,74402.406,73.817482,63.445644,0.90689301
187,0.89266098,1.112429,1.124711,-54.526188,10.481655,22909.666,0.88078701,7.1124158,0.973221,1.0832371,9.8275127,-15.175585,8.2776842,9.1634712,4925212,7.603219,-24.522043,10.059629,-53.177589,1.003038,1.991159,32609.408,46.093857,1.057238,-28.359251,100327.43,0.94151503,7.2947369,-37.35149,6.5812368,78784.648,49.21249,-88.122719,-22.870777,-8.0817041,1.07347,0.91021502,37.479267,73563.352,1.160277,7.5831571,185282.14,0.847278,4.0818501,1.070863,6.8747568,44085.738,14.236182,2936984,18.873262,22.864868,32998.32,72.155754,80.880127,1.041803
188,1.18611,1.018193,0.97092003,-49.2215,9.6817303,19846.002,1.173925,6.0949168,1.065551,1.022047,8.0035257,-17.290777,11.46465,11.826097,2331382.8,7.1207752,-25.441551,7.4960442,-54.602024,1.0764199,1.5724699,43764.887,47.458565,1.081624,-23.902956,59069.625,0.80047202,7.083745,-36.891106,6.5363002,197780.39,46.235771,-92.556847,-17.22419,-8.8058004,0.97868401,0.79320902,38.802464,60657.695,0.81846601,7.9371471,356571.75,0.86694503,3.747838,0.87825102,-2.091305,39835.898,14.825693,7894641,14.863952,18.354918,77688.914,78.62738,52.500847,0.97425598
189,1.13521,0.838458,1.137134,-50.478916,9.8044367,40540.062,0.86765701,6.859592,1.041147,1.131616,7.1408181,-20.236479,9.4544001,10.654428,4581639,6.6939631,-21.679068,14.464004,-60.800552,1.053802,1.796796,33019.16,46.36021,1.163274,-23.311337,152203.05,1.159325,8.7500401,-37.672062,5.5122972,208928.48,48.449657,-84.409935,-13.571646,-8.0266666,1.01509,0.91281599,38.234089,33003.863,0.873025,8.9482212,165090.8,1.194152,3.8762109,1.152421,-0.542386,18916.525,17.349985,6114894.5,14.262117,17.036694,71786.266,75.475632,129.43118,0.94680703
190,0.96095198,1.104879,1.0378391,-52.410976,10.160354,51238.352,1.0493701,6.178772,0.95605099,1.145255,7.5450721,-18.860886,9.0458441,9.1903353,5593269.5,7.6798401,-28.725864,13.403314,-55.492943,1.09235,2.054009,43854.875,44.945343,1.128232,-23.634069,150965.97,1.07207,9.3769083,-37.145237,6.9965038,160918.27,45.189129,-86.665009,-21.945625,-9.3666916,1.007094,1.150735,33.831451,74241.453,0.83737999,10.345344,125494.94,1.02833,3.9132011,1.031451,2.431644,45136.859,14.754518,5360013.5,13.497975,23.107615,51327.465,73.63961,53.449947,1.062674
191,0.83595699,0.99980003,0.85358202,-47.536533,8.0873117,45491.531,1.024892,5.6905279,1.049445,1.078324,8.8950968,-17.947485,7.9347072,9.6389189,5694784,6.631103,-22.232174,12.272923,-60.470303,1.1725841,1.560029,65705.984,45.826,1.103322,-24.462147,77384.109,0.92801499,8.3934479,-39.827129,5.4131899,222082.73,49.628944,-89.579025,-18.028048,-8.80511,1.061649,1.091484,32.926872,34901.207,1.17839,8.9251785,290644.44,1.133952,3.669277,1.1758339,-0.785505,37751.766,13.341537,6323404,12.941093,20.281105,88582.617,73.138298,136.47557,1.134402
192,1.164305,0.99369502,1.060593,-47.846004,8.3868418,44288.801,0.93478203,5.1391459,0.940786,1.11458,6.944715,-13.33537,10.999908,10.215483,5233859.5,8.9801636,-27.218225,12.932083,-58.047623,0.85501099,2.131973,35991.887,49.272289,0.82806897,-25.765898,113709,0.87702298,8.6860619,-43.818653,6.8918052,120098.5,51.503544,-88.908211,-13.843019,-11.559889,1.035354,0.96215302,32.284721,32008.453,1.173528,7.9736471,227586.84,0.85196197,3.5922289,0.86627197,0.032683,39062.547,13.485965,5511635,17.140127,16.127562,73012.422,72.837273,39.057648,1.147117
193,1.167895,0.82383502,0.96672398,-55.774357,9.0834284,41163.98,0.90179998,7.2628489,1.100878,1.0780849,7.245316,-15.379005,10.195814,8.0987482,4593405.5,9.2819653,-23.489969,8.717762,-56.863613,1.015915,2.0985279,43277.719,49.192894,1.139203,-24.193899,153859.53,1.161366,8.5083628,-39.72142,5.5645609,115797.07,46.386826,-85.30526,-14.756912,-11.565508,1.122259,0.99728101,33.354183,64960.301,0.89311898,8.286273,292726.56,1.196094,4.344615,0.939448,-1.03804,24953.309,15.252192,7374588,14.168989,16.80451,87892.391,70.48571,130.87386,1.140545
194,1.109727,0.96564698,0.89212298,-57.149975,8.5145693,56640.797,0.88942599,6.773839,1.117651,1.19613,8.7206411,-18.753901,11.233023,8.8205652,2144588.5,8.6267099,-25.773714,10.282624,-55.439732,1.154971,2.0098109,50680.043,45.217941,0.97531098,-21.307287,154473.64,1.068435,9.6928596,-36.207806,7.4286122,70075.562,47.063866,-88.145355,-23.20776,-10.382952,0.95996898,0.75962901,33.210693,52973.66,1.043456,8.5968933,296552.91,1.150593,4.1281328,1.177279,5.4960232,17241.215,14.823386,5649707.5,14.76987,16.719585,44864.016,71.751747,137.2952,1.050985
195,0.86894298,1.187122,0.84945101,-48.13216,10.077367,43450.656,1.015865,6.6129141,1.19832,1.000147,8.2772932,-18.410164,7.9537282,11.70021,3487845.2,8.6811209,-25.426798,13.113395,-56.5224,0.97130299,1.786492,44401.855,48.220478,0.90758699,-25.049534,58246.434,0.81828099,7.482378,-42.043518,7.2084169,108065.93,46.13776,-86.865974,-22.55019,-10.157401,1.1527129,0.98490298,41.294632,78833.289,1.108323,9.1901169,297421.41,1.047057,3.702044,0.875525,6.0981512,48594.93,13.948553,3153976.2,12.81994,21.521826,80843.688,70.988625,78.340797,1.164475
196,1.185773,1.1870511,1.1264729,-51.309269,10.550816,46117.074,1.185133,5.7890091,1.163777,1.10218,7.5607228,-15.843722,9.1982908,10.028671,4301166,8.8285761,-22.761614,10.225384,-60.160404,1.129629,2.0915051,65393.75,44.245693,0.991386,-25.308395,131846.86,0.84991801,6.8351598,-36.021065,6.0059271,63731.566,46.184284,-92.31472,-21.205,-11.139292,1.043855,1.165478,40.855492,75736.672,1.116248,8.869976,155905.31,0.99812698,3.9000371,1.105512,-1.883092,46194.129,16.918564,5222029,16.961426,19.965006,80526.211,72.673737,98.756004,0.94247198
197,0.97443098,0.96722001,0.88849699,-57.16526,8.0877876,59297.938,1.032864,6.839273,0.89327502,0.97542399,7.8228278,-17.538231,11.435275,8.9185886,3179654.8,8.6630783,-28.39345,10.826318,-60.054783,0.98974699,2.160753,44683.391,45.998177,0.84448302,-27.511406,84454.562,0.94628298,6.9689178,-36.046986,7.4061079,131924.45,45.507835,-89.704697,-22.958361,-9.7247276,0.86718899,1.2206661,34.970608,74289.172,0.84638298,8.2110233,359320.97,1.169186,4.4767842,1.069761,-0.417822,48321.516,13.250773,3620047.5,15.575707,17.709526,72693.344,72.606133,148.80553,1.0335031
198,0.96799701,0.91925597,0.91897798,-51.61713,7.4011569,28211.293,0.88010198,7.019033,1.035925,1.130561,8.9450188,-13.862928,10.221354,11.743571,2363832.2,8.0659704,-22.872869,10.642683,-56.54974,1.0079091,1.85384,45497.715,44.636284,0.91460401,-24.481436,152913.38,0.83619303,8.3124323,-35.062862,5.51688,156073.06,51.472843,-89.922516,-21.228226,-10.991144,0.97597301,0.86066097,32.515442,74844.461,0.98698503,8.5155678,130217.49,1.155265,4.5119462,1.177487,-0.78813601,33229.688,17.867796,6312915,16.425337,16.412399,29529.902,77.750916,93.757774,0.93651998
199,0.805278,1.113423,1.14191,-53.543903,10.668,47943.816,0.98100603,5.6305809,1.136481,0.97955298,7.0962338,-16.012196,10.061814,10.830276,4944485.5,6.6666551,-28.404961,9.7763433,-53.567959,0.82127798,2.0552771,31164.5,49.586536,1.150553,-22.901869,70718.406,0.91180497,8.2073755,-40.907692,6.735918,108897.37,46.875969,-91.821999,-16.547579,-9.5427246,1.1270061,0.76675898,41.254547,59847.102,1.0914021,9.5506029,340085.34,1.017169,3.9665909,1.053848,-0.77001703,37222.371,14.626081,6709626,18.832769,23.52924,69160.375,69.581406,152.26666,0.81756198
